index	status	input	source	line	column	returncode	seconds	message
14	PASS	arch/riscv/kernel/alternative.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/alternative.c			0	1.276	
15	PASS	arch/riscv/kernel/cpu.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cpu.c			0	1.401	
16	PASS	arch/riscv/kernel/cpufeature.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cpufeature.c			0	1.563	
17	PASS	arch/riscv/kernel/irq.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/irq.c			0	1.631	
18	PASS	arch/riscv/kernel/process.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/process.c			0	1.402	
19	PASS	arch/riscv/kernel/ptrace.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/ptrace.c			0	1.147	
20	PASS	arch/riscv/kernel/reset.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/reset.c			0	0.153	
21	PASS	arch/riscv/kernel/return_address.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/return_address.c			0	1.281	
22	PASS	arch/riscv/kernel/setup.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/setup.c			0	2.269	
23	PASS	arch/riscv/kernel/signal.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/signal.c			0	2.115	
24	PASS	arch/riscv/kernel/syscall_table.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/syscall_table.c			0	1.977	
25	PASS	arch/riscv/kernel/sys_riscv.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/sys_riscv.c			0	1.906	
26	PASS	arch/riscv/kernel/time.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/time.c			0	1.212	
27	PASS	arch/riscv/kernel/traps.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/traps.c			0	1.916	
28	PASS	arch/riscv/kernel/riscv_ksyms.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/riscv_ksyms.c			0	0.449	
29	PASS	arch/riscv/kernel/stacktrace.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/stacktrace.c			0	1.315	
30	PASS	arch/riscv/kernel/cacheinfo.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cacheinfo.c			0	1.286	
31	PASS	arch/riscv/kernel/patch.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/patch.c			0	1.197	
32	PASS	arch/riscv/kernel/vdso.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/vdso.c			0	1.139	
33	PASS	arch/riscv/kernel/vector.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/vector.c			0	0.816	
34	PASS	arch/riscv/kernel/smpboot.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/smpboot.c			0	1.619	
35	PASS	arch/riscv/kernel/smp.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/smp.c			0	1.491	
36	PASS	arch/riscv/kernel/cpu_ops.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cpu_ops.c			0	1.064	
37	PASS	arch/riscv/kernel/module.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/module.c			0	1.148	
38	PASS	arch/riscv/kernel/module-sections.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/module-sections.c			0	0.857	
39	PASS	arch/riscv/kernel/suspend.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/suspend.c			0	1.224	
40	PASS	arch/riscv/kernel/perf_callchain.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/perf_callchain.c			0	1.694	
41	PASS	arch/riscv/kernel/perf_regs.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/perf_regs.c			0	1.662	
42	PASS	arch/riscv/kernel/sbi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/sbi.c			0	0.177	
43	PASS	arch/riscv/kernel/sbi-ipi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/sbi-ipi.c			0	1.409	
44	PASS	arch/riscv/kernel/cpu_ops_sbi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cpu_ops_sbi.c			0	1.000	
45	PASS	arch/riscv/kernel/cpu-hotplug.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/cpu-hotplug.c			0	1.344	
46	PASS	arch/riscv/kernel/jump_label.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/jump_label.c			0	0.955	
47	PASS	arch/riscv/kernel/efi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/efi.c			0	1.886	
48	PASS	arch/riscv/kernel/compat_syscall_table.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/compat_syscall_table.c			0	1.961	
49	PASS	arch/riscv/kernel/compat_signal.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/compat_signal.c			0	1.743	
50	PASS	arch/riscv/kernel/acpi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kernel/acpi.c			0	1.915	
51	PASS	arch/riscv/mm/init.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/init.c			0	2.100	
52	PASS	arch/riscv/mm/extable.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/extable.c			0	0.864	
53	PASS	arch/riscv/mm/fault.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/fault.c			0	1.809	
54	PASS	arch/riscv/mm/pageattr.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/pageattr.c			0	1.010	
55	PASS	arch/riscv/mm/pgtable.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/pgtable.c			0	1.769	
56	PASS	arch/riscv/mm/cacheflush.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/cacheflush.c			0	1.106	
57	PASS	arch/riscv/mm/context.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/context.c			0	1.008	
58	PASS	arch/riscv/mm/pmem.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/pmem.c			0	1.477	
59	PASS	arch/riscv/mm/tlbflush.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/tlbflush.c			0	0.962	
60	PASS	arch/riscv/mm/hugetlbpage.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/hugetlbpage.c			0	1.822	
61	PASS	arch/riscv/mm/dma-noncoherent.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/mm/dma-noncoherent.c			0	1.312	
62	PASS	arch/riscv/errata/sifive/errata.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/errata/sifive/errata.c			0	0.953	
63	PASS	arch/riscv/errata/thead/errata.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/errata/thead/errata.c			0	1.168	
64	PASS	arch/riscv/purgatory/purgatory.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/purgatory/purgatory.c			0	0.025	
65	PASS	arch/riscv/purgatory/sha256.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/lib/crypto/sha256.c			0	0.870	
66	PASS	arch/riscv/purgatory/string.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/lib/string.c			0	0.363	
67	PASS	arch/riscv/purgatory/ctype.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/lib/ctype.c			0	0.003	
68	PASS	arch/riscv/kvm/../../../virt/kvm/kvm_main.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/../../../virt/kvm/kvm_main.c			0	2.940	
69	PASS	arch/riscv/kvm/../../../virt/kvm/eventfd.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/../../../virt/kvm/eventfd.c			0	2.129	
70	PASS	arch/riscv/kvm/../../../virt/kvm/binary_stats.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/../../../virt/kvm/binary_stats.c			0	1.964	
71	PASS	arch/riscv/kvm/../../../virt/kvm/coalesced_mmio.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/../../../virt/kvm/coalesced_mmio.c			0	2.019	
72	PASS	arch/riscv/kvm/../../../virt/kvm/irqchip.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/../../../virt/kvm/irqchip.c			0	1.970	
73	PASS	arch/riscv/kvm/main.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/main.c			0	1.969	
74	PASS	arch/riscv/kvm/vm.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vm.c			0	1.880	
75	PASS	arch/riscv/kvm/vmid.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vmid.c			0	1.938	
76	PASS	arch/riscv/kvm/tlb.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/tlb.c			0	1.979	
77	PASS	arch/riscv/kvm/mmu.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/mmu.c			0	2.300	
78	PASS	arch/riscv/kvm/vcpu.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu.c			0	2.459	
79	PASS	arch/riscv/kvm/vcpu_exit.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_exit.c			0	1.952	
80	PASS	arch/riscv/kvm/vcpu_fp.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_fp.c			0	1.875	
81	PASS	arch/riscv/kvm/vcpu_vector.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_vector.c			0	1.882	
82	PASS	arch/riscv/kvm/vcpu_insn.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_insn.c			0	2.016	
83	PASS	arch/riscv/kvm/vcpu_onereg.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_onereg.c			0	2.098	
84	PASS	arch/riscv/kvm/vcpu_sbi.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_sbi.c			0	1.909	
85	PASS	arch/riscv/kvm/vcpu_sbi_base.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_sbi_base.c			0	1.896	
86	PASS	arch/riscv/kvm/vcpu_sbi_replace.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_sbi_replace.c			0	1.911	
87	PASS	arch/riscv/kvm/vcpu_sbi_hsm.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_sbi_hsm.c			0	1.891	
88	PASS	arch/riscv/kvm/vcpu_timer.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_timer.c			0	1.964	
89	PASS	arch/riscv/kvm/vcpu_pmu.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_pmu.c			0	1.955	
90	PASS	arch/riscv/kvm/vcpu_sbi_pmu.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/vcpu_sbi_pmu.c			0	1.949	
91	PASS	arch/riscv/kvm/aia.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/aia.c			0	2.126	
92	PASS	arch/riscv/kvm/aia_device.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/aia_device.c			0	1.966	
93	PASS	arch/riscv/kvm/aia_aplic.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/aia_aplic.c			0	1.916	
94	PASS	arch/riscv/kvm/aia_imsic.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/arch/riscv/kvm/aia_imsic.c			0	2.228	
95	PASS	kernel/sched/core.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/kernel/sched/core.c			0	4.612	
96	PASS	kernel/sched/fair.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/kernel/sched/fair.c			0	3.499	
97	PASS	kernel/sched/build_policy.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/kernel/sched/build_policy.c			0	3.294	
98	PASS	kernel/sched/build_utility.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/kernel/sched/build_utility.c			0	3.126	
99	PASS	kernel/locking/mutex.i	/home/runner/work/minic-toolchain/minic-toolchain/build/linux-main-first100-finalization-v15/linux-6.6.143/kernel/locking/mutex.c			0	0.880	
